#RA,DEC,gaia_source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmtot,ruwe,Gmag,RPmag,rmag_jplus,zmag_jplus,method,Teff,reported_UCD,sp_type_simbad,ph_type_ahmed,sp_type_panstarrs,ph_type_reyle,sp_type_smart,sp_type_zhang2009,sp_type_zhang2010,sp_type_schmidt,ph_type_skrzypek
206.74289,27.584356,1.4517156792427E+018,6.4359,1.8714,-29.838,2.331,12.204,1.507,32.237,1.113,20.83099,19.256386,,19.133816,pm,2700,1,,M8.5,,,,,,,
206.68625,27.71259,1.45173512685273E+018,5.1612,0.3547,36.166,0.346,-18.802,0.223,40.762,1.122,19.137514,17.720314,21.028,17.729,all,2900,1,,M7,,,,,,,
173.68504,37.293266,7.66000648373379E+017,12.517,0.1796,-57.984,0.157,-4.647,0.214,58.169,1.091,18.173986,16.72312,19.892,16.685,all,2900,1,M7V,,,,,,,,
206.76129,27.759277,1.4517368834952E+018,4.1916,0.5736,-36.028,0.612,2.73,0.43,36.132,1.025,20.157433,18.779028,21.453,18.754,all,2900,1,,M7,,,,,,,
184.2468,37.660213,1.53237719228775E+018,7.4586,0.5612,-31.488,0.388,-32.338,0.506,45.136,1.113,19.716425,18.219616,,18.226112,par,2800,0,,,,,,,,,
173.32922,37.375153,7.65996804377456E+017,13.0729,0.1822,-93.487,0.181,-86.047,0.222,127.059,1.092,18.492079,17.014524,20.132,16.941,all,2900,1,M7V,,,,,,,,
206.65167,28.011457,1.45179044603216E+018,2.7216,0.7079,5.987,0.734,-75.535,0.47,75.772,1.006,20.2451,18.799932,,18.836657,pm,2900,1,,M7,,,,,,,
183.11563,37.850407,4.03062429099897E+018,7.0163,0.8641,-77.11,0.617,10.169,0.916,77.777,1.134,20.342525,18.88565,,18.795752,par,2800,0,,,,,,,,,
207.25111,27.665508,1.45155587209877E+018,4.931,1.1873,11.565,1.618,-20.102,1.509,23.191,1.15,20.816767,19.366327,,19.24785,pm,2800,1,,M7.5,,,,,,,
173.60439,37.609432,7.66020645741676E+017,4.5865,2.968,-50.371,1.53,-19.213,2.023,53.911,1.278,20.732576,19.20388,,19.155127,pm,2900,0,,,,,,,,,
207.77339,27.210123,1.45146915241389E+018,21.3161,0.0873,61.312,0.092,-85.445,0.063,105.167,1.157,16.964226,15.558605,18.865,15.62,all,2900,0,,,,,,,,,
156.23602,31.13829,7.41949797883185E+017,8.3772,0.5663,-14.63,0.519,-33.006,0.457,36.103,1.074,19.923283,18.491135,,18.429253,par+pm,2800,1,M8V,,,,,,,,
200.66893,33.357903,1.46979804131327E+018,2.3438,0.9518,6.647,0.899,-2.507,0.789,7.104,1.206,20.55499,19.166145,21.902,19.01,diag,2900,1,,M7,,,,,,,
172.83687,38.074318,7.66848891529255E+017,10.0612,0.4041,75.087,0.413,-7.258,0.333,75.437,1.057,19.758717,18.147396,21.783,18,all,2700,1,M8V,,,,,,,,
156.28215,31.502466,7.47975254748049E+017,6.8147,1.4251,-45.491,2.12,-69.152,1.399,82.773,1.078,20.718803,19.1301,,19.273129,pm,2700,0,,,,,,,,,
201.74065,33.057125,1.46955367915063E+018,5.6543,0.7973,21.313,0.683,0.797,0.585,21.328,1.1,20.556385,19.031025,,18.699982,par,2800,1,M7,M7.5,,,,,,,
201.6556,33.321922,1.46957786411056E+018,,,,,,,,,20.932413,19.465393,21.997,19.292,diag,2900,1,,M7.5,,,,,,,
155.14807,31.189579,7.42744538631754E+017,10.0249,0.3618,-53.079,0.364,-27.025,0.36,59.563,1.06,19.427586,17.935612,,17.876476,par+pm,2800,1,M8V,,,,,,,,
155.54044,31.502552,7.42733023826169E+017,6.5415,0.5524,-118.775,0.562,-42.922,0.515,126.293,1.075,20.060173,18.593485,,18.525267,par+pm,2800,0,,,,,,,,,
202.11671,33.191593,1.46993304502166E+018,6.4381,0.4112,8.244,0.326,-57.832,0.23,58.416,0.985,19.884197,18.43058,21.448,18.284,all,2800,1,,M7.5,,,,,,,
201.60356,33.585026,1.46977340967562E+018,5.5574,1.0304,-235.517,0.896,-59.753,0.703,242.979,1.126,20.580826,19.062294,,18.84779,par+pm,2900,1,,M7,,,,,,,
156.4273,32.52622,7.48935785528765E+017,4.6053,0.9191,-10.541,1.034,-7.512,0.767,12.943,1.075,20.567636,19.215336,,,par+pm,2700,0,,,,,,,,,
155.7899,32.10918,7.48808551417718E+017,4.6396,0.6698,-13.467,0.655,11.413,0.488,17.653,1.094,20.156786,18.730705,,18.552094,par+pm,2800,0,,,,,,,,,
201.52185,33.90276,1.47016772203491E+018,5.144,0.9003,-18.051,0.716,2.477,0.468,18.22,1.397,19.897694,18.358591,21.867,18.151,all,2900,1,,M7.5,,,,,,,
154.62108,31.326283,7.42858780468112E+017,6.104,0.6665,-45.536,0.712,7.276,0.522,46.114,1.094,20.222246,18.776999,,18.727303,par+pm,2900,0,,,,,,,,,
205.8478,31.202717,1.45651862090981E+018,5.9441,1.5926,-30.431,2.982,-36.938,1.416,47.859,1.147,20.91388,19.336702,,19.225233,pm,2800,1,,M7,,,,,,,
154.77136,31.73806,7.42967670772824E+017,8.3067,0.2891,1.703,0.279,-184.147,0.235,184.155,0.991,18.755487,17.273863,21.055,17.263,all,2900,1,M7V,,,,,,,,
178.77367,39.72893,4.03463644328762E+018,10.1571,0.3301,-125.054,0.305,-120.398,0.38,173.592,1.054,19.420208,17.927067,,,par+pm,2800,1,M7V,,,,,,,,
178.77399,39.729256,4.03463644328762E+018,10.1571,0.3301,-125.054,0.305,-120.398,0.38,173.592,1.054,19.420208,17.927067,21.371,17.752,all,2800,1,M7V,,,,,,,,
152.32796,29.819918,7.423229747078E+017,4.5688,0.7775,-32.534,1.039,-106.49,0.688,111.349,1.2,20.505867,19.011478,,18.801407,par+pm,2900,0,,,,,,,,,
206.19792,31.192215,1.45650975609674E+018,5.2541,1.3005,-44.76,1.605,-29.46,1.517,53.585,1.223,20.762602,19.354052,,18.9192,pm,2800,1,,M8,,,,,,,
179.63832,39.885086,4.03497928905271E+018,,,,,,,,,17.46266,15.508721,19.109,15.279,diag,2700,0,M8,,,,,,,,
178.3968,39.86579,4.03465159593444E+018,2.5847,1.2947,16.953,1.767,-30.319,1.643,34.737,0.999,20.826916,19.420584,,19.314758,pm,2800,0,,,,,,,,,
154.52577,31.841978,7.42979078206499E+017,7.7059,0.4141,69.075,0.425,-52.839,0.328,86.967,1.108,19.640789,18.15915,21.792,18.1,all,2900,1,M8V,,,,,,,,
206.2771,31.285048,1.45653401407176E+018,9.8578,0.349,-15.958,0.366,-59.695,0.211,61.791,1.095,19.103958,17.68218,21.356,17.403,all,2900,1,,M7.5,,,,,,,
152.51271,30.265783,7.42363141242302E+017,3.1546,0.7654,-15.645,0.809,5.926,0.661,16.729,1.075,20.448622,18.917522,,18.716824,pm,2800,0,,,,,,,,,
206.43954,31.226084,1.45653099041505E+018,4.9777,0.6805,-13.1,0.75,3.879,0.497,13.662,1.056,20.236736,18.849907,22.19,18.581,all,2900,1,,M7,,,,,,,
206.23254,31.492905,1.45655260269036E+018,7.0292,0.2482,-41.464,0.229,-15.243,0.202,44.177,0.995,19.236763,17.824806,21.532,17.608,all,2900,1,,M7,,,,,,,
178.10782,40.11836,7.6805790334871E+017,5.8166,0.4748,-71.259,0.462,-8.174,0.45,71.726,1.015,20.157251,18.710966,21.694,18.535,all,2900,1,M7V,,,,,,,,
154.87807,32.444447,7.43071196664393E+017,9.0489,0.5609,-57.482,0.695,-37.317,0.554,68.533,1.053,20.284426,18.77557,,18.66031,par+pm,2600,0,,,,,,,,,
180.39862,40.201923,4.03488775041507E+018,5.0834,1.1208,-26.897,1.124,-8.284,1.138,28.143,1.15,20.659243,19.328981,21.866,19.105,pm+diag,2900,0,,,,,,,,,
180.5981,40.221577,4.03488565447048E+018,13.3248,0.3323,-73.483,0.284,-30.689,0.28,79.634,1.027,19.45919,17.932299,21.794,17.65,all,2600,1,M9,,,M8,,,,,
152.54805,30.721224,7.45392918545845E+017,-4.8943,1.2826,-10.023,1.293,-11.91,0.843,15.566,1.923,20.120098,18.49403,,,pm,2300,0,,,,,,,,,
206.92896,31.18133,1.4572718207337E+018,6.723,0.932,-108.603,1.684,7.536,1.004,108.864,1.101,20.627304,19.224676,,18.742542,par+pm,2700,1,,M8,,,,,,,
206.51486,31.539364,1.45655662707459E+018,13.535,0.1727,0.738,0.149,-168.678,0.124,168.68,1.02,18.419167,16.942684,,,par,2800,1,,M7.5:,,M7,,,,,
180.21846,40.306133,4.03489826449432E+018,19.6575,0.1456,-108.411,0.116,-26.139,0.121,111.518,0.91,17.903646,16.408268,20.105,16.21,all,2800,1,M7V,,,,,,,,
152.5716,31.010624,7.45495134472688E+017,4.6242,0.7247,3.13,0.811,13.051,0.737,13.421,1.042,20.370115,18.878685,,18.74803,par,2900,0,,,,,,,,,
151.1798,29.79787,7.43826110181283E+017,5.9827,0.5438,-60.518,0.543,-61.437,0.436,86.238,1.073,19.84786,18.411161,,18.210144,par+pm,2900,0,,,,,,,,,
193.94182,38.438343,1.51770901997531E+018,5.4434,0.5889,-25.462,0.387,28.796,0.427,38.438,1.028,20.131945,18.688429,,18.467293,par,2800,0,,,,,,,,,
152.30127,30.846855,7.45409991041324E+017,10.4141,0.4208,-24.245,0.459,-107.429,0.345,110.131,1.153,19.567247,18.076899,,17.780779,par+pm,2700,1,M8V,,,,,,,,
193.96513,38.47392,1.51770916170893E+018,6.4263,0.6962,-35.797,0.53,-12,0.54,37.755,1.094,20.403967,18.969807,,18.724363,par,2800,0,,,,,,,,,
207.15161,31.372185,1.45728000264616E+018,7.1177,0.4447,-104.316,0.487,-1.465,0.305,104.327,1.089,19.850494,18.372501,21.86,18.114,par+diag,2800,1,,M7.5,,,,,,,
206.0865,32.235336,1.4583244356161E+018,7.0427,1.265,-156.748,1.217,-4.193,1.275,156.805,1.159,20.788687,19.297443,,18.925615,par,2700,0,M8,,,,,,,,
172.79404,40.03082,7.67291956060906E+017,7.4031,0.6814,-16.94,0.664,-35.151,0.687,39.02,1.121,20.30423,18.801466,21.778,18.419,all,2900,0,,,,,,,,,
206.17981,32.185013,1.45813621296927E+018,8.9151,0.1919,0.922,0.135,-35.638,0.139,35.65,1.031,18.689943,17.25542,20.833,17.079,all,2900,0,,,,,,,,,
152.80399,31.454536,7.45546433563745E+017,3.1372,1.5294,-23.473,2.711,-30.054,1.741,38.135,1.091,20.754095,19.270018,,19.244114,pm,2900,0,,,,,,,,,
194.7094,38.373695,1.52365160544542E+018,3.7259,0.6472,-35.576,0.532,2.887,0.484,35.693,1.126,20.465008,19.031218,21.839,18.867,par+diag,2900,0,,,,,,,,,
171.76436,40.0265,7.70332414949099E+017,5.2812,0.3514,8.215,0.323,3.067,0.396,8.769,0.987,19.517788,18.033754,21.439,17.819,all,2900,1,M7V,,,,,,,,
151.74168,30.670004,7.45428270422712E+017,7.7086,0.8372,-108.711,0.972,-61.509,0.69,124.906,1.042,20.527233,18.981333,,18.734806,par+pm,2700,0,M8e,,,,,,,,
177.21896,40.67444,7.68312509009929E+017,4.2719,1.3192,21.816,1.084,-44.149,1.01,49.245,1.2,20.639637,19.251865,,19.245815,pm,2900,0,,,,,,,,,
178.7688,40.758553,7.6844383193023E+017,3.3147,0.6517,-30.878,0.519,19.197,0.662,36.359,1.157,20.134941,18.68603,,18.525839,par+pm,2700,0,,,,,,,,,
180.38774,40.778015,4.03512301583771E+018,36.1198,0.0642,-372.381,0.06,-314.584,0.057,487.473,0.943,16.477245,15.020077,18.517,14.869,all,2900,1,,,,,,,,,
172.87585,40.27282,7.70304416057417E+017,10.3502,0.224,-46.767,0.192,-26.729,0.401,53.866,1.056,18.565102,17.16942,20.154,16.948,all,2900,0,,,,,,,,,
151.50244,30.530266,7.45421299689494E+017,8.3631,0.6966,-79.294,0.841,-14.144,0.909,80.545,1.197,20.219683,18.705317,,18.407867,par+pm,2700,0,,,,,,,,,
169.43317,39.644836,7.6519484378944E+017,6.2888,1.5373,26.525,1.313,-38.537,1.242,46.783,1.109,20.632246,19.093588,,19.055725,pm,2900,0,,,,,,,,,
153.59828,32.378914,7.45978404192917E+017,7.4954,0.3475,-0.917,0.364,-44.897,0.293,44.906,1.095,19.450249,18.011694,21.318,17.808,par+diag,2900,0,,,,,,,,,
152.28639,31.332558,7.45570317875005E+017,4.8098,1.0079,24.559,1.206,-38.199,0.984,45.413,1.126,20.48855,19.008745,,18.839233,pm,2900,0,,,,,,,,,
153.97232,32.701508,7.46083686726002E+017,5.8949,0.7097,-82.026,0.791,-41.793,0.551,92.059,1.093,20.349308,18.91684,22.199,18.528,all,2800,0,,,,,,,,,
172.97551,40.404358,7.7068058217819E+017,5.2215,0.5342,-4.298,0.466,-3.723,0.61,5.686,1.045,20.061146,18.610228,21.741,18.411,all,2900,0,M6,,,,,,,,
151.7638,30.948895,7.45469570828267E+017,4.8457,0.6158,21.344,0.681,-41.285,0.536,46.476,1.075,20.368578,19.02697,21.59,18.795,all,2900,0,,,,,,,,,
206.63481,32.315567,1.4581523921087E+018,6.8112,0.3252,-41.476,0.232,-9.411,0.233,42.53,1.071,19.402283,17.95365,21.911,17.778,all,2900,1,M7V,M7,,,,,,,
195.03596,38.54019,1.52366549107466E+018,7.0819,0.6272,-19.381,0.504,-10.254,0.503,21.927,1.155,20.237738,18.775496,22.443,18.386,par+diag,2700,1,M9V,,,,,,,,
153.60493,32.557552,7.4612134070419E+017,4.4708,0.8087,-18.91,0.885,-11.825,0.746,22.303,1.282,20.382385,18.840292,,18.66061,par+pm,2900,0,,,,,,,,,
151.68213,30.976566,7.4547060591404E+017,21.599,0.2716,-217.193,0.326,86.328,0.238,233.72,1.104,19.07555,17.501453,,17.146515,par+pm,2500,1,,,,M9,,,,,
172.17561,40.374252,7.7036653416927E+017,7.216,0.7799,-73.946,0.775,-78.682,0.968,107.976,1.297,20.279991,18.776897,,18.456932,par+pm,2800,0,,,,,,,,,
169.67477,39.91764,7.65205774481468E+017,2.1452,1.774,23.7,1.446,-27.694,1.464,36.451,1.302,20.75605,19.258867,22.576,18.988,pm+diag,2900,0,,,,,,,,,
194.08203,38.93236,1.52672711126826E+018,9.7123,1.5947,-78.591,1.549,-46.977,1.175,91.561,1.279,20.907171,19.311111,,18.827442,par+pm,2500,0,,,,,,,,,
172.32603,40.43349,7.70365365938166E+017,15.1979,0.4474,-43.65,0.427,-21.005,0.345,48.441,1.158,19.490957,17.885475,22.069,17.566,all,2600,1,M8V,,,,,,,,
171.96744,40.390324,7.70356363687299E+017,6.9668,0.4462,-77.327,0.451,-40.549,0.422,87.314,1.171,19.719576,18.319977,21.418,18.065,all,2900,1,M7V,,,,,,,,
194.73413,38.820526,1.52373159491724E+018,5.5888,1.0023,-112.557,0.781,-5.461,0.91,112.69,1.188,20.733913,19.281532,,18.93475,par,2700,0,M8e,,,,,,,,
168.11638,39.65809,7.65334000729584E+017,7.3179,0.3016,-5.714,0.275,-34.747,0.331,35.214,1.015,19.303741,17.836243,,,par+pm,2800,1,M7V,,,,,,,,
152.79584,32.11444,7.4600046314505E+017,9.2017,0.2588,-43.743,0.267,-39.812,0.185,59.148,0.961,18.94666,17.513773,20.49,17.257,all,2900,0,,,,,,,,,
169.34642,39.970127,7.65220789686449E+017,17.4466,0.4733,-134.895,0.409,-31.386,0.475,138.498,1.111,19.93086,18.3443,22.097,17.971,all,2500,1,M9V,,,,,,,,
150.345,29.956278,7.43984886532572E+017,16.0184,0.2286,-104.197,0.257,-13.011,0.325,105.007,0.976,18.415262,16.925667,20.557,16.677,all,2800,1,,,,M7.5,,,,,
170.55074,40.249725,7.70482085969572E+017,10.41,0.2495,11.09,0.268,-16.061,0.254,19.518,1.056,18.909473,17.437862,,17.25919,par+pm,2800,1,M7V,,,,,,,,
169.00179,39.984985,7.65264800216761E+017,8.1112,0.4531,-119.582,0.454,-27.478,0.449,122.698,1.141,19.686602,18.158289,21.547,17.998,all,2800,1,M7V,,,,,,,,
151.34062,31.077883,7.45642915707654E+017,5.9135,0.4733,7.88,0.596,-120.143,0.455,120.401,1.038,19.875813,18.432123,,18.255905,par+pm,2900,0,,,,,,,,,
151.21762,30.968262,,,,,,,,,,,,22.236,20.016,diag,2900,0,,,,,,,,,
152.36108,31.974764,7.45813030774264E+017,8.8678,0.8875,26.507,1.025,-29.913,0.89,39.968,1.113,20.508482,18.944393,,18.48889,par+pm,2500,0,,,,,,,,,
150.5973,30.404844,7.44095593609846E+017,5.5192,0.7124,-31.303,0.697,-23.376,0.567,39.068,1.116,20.32524,18.922989,,18.679148,par+pm,2900,0,,,,,,,,,
186.72498,40.861504,1.5346757557026E+018,4.1384,0.8669,-6.388,0.752,-24.267,0.902,25.093,1.045,20.63751,19.200968,,18.899223,pm,2900,0,,,,,,,,,
151.03635,30.873224,7.4563312747688E+017,10.4283,1.3977,-58.354,1.604,-130.886,0.884,143.305,1.129,20.698734,19.21177,,18.659893,par+pm,2500,1,M8V,,,,,,,,
152.13852,31.911514,7.45808048610222E+017,8.0561,0.4351,-68.192,0.475,-79.656,0.423,104.858,1.069,19.682787,18.194437,21.564,17.891,all,2800,1,M8V,,,,,,,,
152.84254,32.525272,7.4620332304203E+017,4.7509,0.9202,2.371,1.071,2.074,1.006,3.15,1.195,20.568216,19.030327,,,par,2900,0,,,,,,,,,
152.19456,31.99365,7.45811042201956E+017,2.3012,0.8924,11.569,1.061,8.975,0.765,14.643,1.082,20.584265,19.209902,,18.972713,pm,2900,0,,,,,,,,,
194.26828,39.282112,1.52676143664548E+018,3.4346,0.5146,-6.684,0.396,3.219,0.421,7.418,1.049,20.155699,18.759947,21.467,18.622,all,2900,0,,,,,,,,,
171.52135,40.676327,7.7056523653668E+017,13.6991,0.3161,-10.428,0.313,-44.965,0.355,46.158,1.167,19.352448,17.812796,,17.531689,par+pm,2600,1,M8V,,,,,,,,
171.52051,40.67676,7.7056523653668E+017,13.6991,0.3161,-10.428,0.313,-44.965,0.355,46.158,1.167,19.352448,17.812796,21.513351,,par+pm,2600,1,M8V,,,,,,,,
207.33571,32.392326,1.45820101543644E+018,20.3653,0.1277,-244.455,0.079,-158.856,0.094,291.537,1.013,17.62191,16.127851,20.222,15.88,all,2800,1,,,,M7,,,,,
153.64899,33.196068,7.46366291281092E+017,2.7398,0.9597,-50.549,1.06,-26.047,0.845,56.865,1.055,20.634777,19.324694,21.979,18.959,pm+diag,2900,0,,,,,,,,,
170.33813,40.491962,7.71250678957046E+017,4.7846,1.0316,-14.37,1.183,-9.743,1.211,17.361,1.085,20.640636,19.098755,21.83607,,pm,2900,0,,,,,,,,,
170.33739,40.492268,7.71250678957046E+017,4.7846,1.0316,-14.37,1.183,-9.743,1.211,17.361,1.085,20.640636,19.098755,,19.049278,pm,2900,0,,,,,,,,,
206.86052,32.877014,1.45827698052296E+018,4.3363,0.4808,-76.769,0.357,-25.74,0.361,80.97,1.056,20.08013,18.639383,22.12,18.978,all,2800,1,,M7,,,,,,,
171.30516,40.75686,7.70610419592999E+017,5.2966,1.522,20.337,1.595,-12.306,1.336,23.77,1.133,20.706905,19.37193,,19.268223,pm,2900,0,,,,,,,,,
150.28676,30.514208,7.44152390257848E+017,5.0834,0.7303,33.164,0.828,-14.854,0.63,36.338,1.087,20.245592,18.796412,,18.605814,par+pm,2900,0,,,,,,,,,
182.98903,41.49316,1.5362711470744E+018,6.6867,0.3212,12.862,0.316,-142.916,0.328,143.493,0.995,19.63912,18.207247,,18.144379,par+pm,2900,0,,,,,,,,,
152.28688,32.336933,7.45836704633933E+017,4.5531,1.1831,17.417,1.526,-90.298,1.773,91.962,1.169,20.821156,19.233555,,18.90735,pm,2700,0,,,,,,,,,
149.70078,29.978025,,,,,,,,,,,,22.375,20.159,diag,2300,0,,,,,,,,,
166.1504,39.6291,7.7693810901035E+017,16.0616,0.2825,-122.097,0.25,-7.773,0.283,122.344,1.25,18.39403,16.890198,20.289,16.59,all,2800,1,M7V,,,,,,,,
149.96472,30.290998,7.44054503657279E+017,5.4216,1.3332,-67.594,1.262,19.711,1.144,70.409,1.309,20.600504,19.187643,,18.697224,pm,2700,1,M9V,,,,,,,,
143.59328,21.763964,6.34988241581887E+017,4.0557,0.7657,-72.985,0.888,4.286,0.627,73.11,1.052,20.563923,19.173658,,19.093285,par+pm,2900,0,,,,,,,,,
153.52203,33.428116,7.46384467580444E+017,5.8553,0.7684,-20.495,0.942,-39.664,0.574,44.646,1.109,20.53742,19.20757,,18.747532,par+pm,2800,0,,,,,,,,,
166.21024,39.732224,7.76940548555719E+017,9.2849,1.0695,-27.841,1.124,12.962,1.019,30.711,1.114,20.440924,18.952993,22.085,18.603,all,2700,0,M8,,,,,,,,
187.15457,41.242077,1.53471036025347E+018,,,,,,,,,21.210863,19.58244,22.146,19.405,diag,2800,0,,,,,,,,,
170.13771,40.793327,7.71269954770272E+017,3.9553,0.7126,-32.002,1.048,-34.92,0.646,47.366,1.16,20.470474,19.141344,,18.83609,par+pm,2900,0,,,,,,,,,
152.20357,32.534027,7.46261872034582E+017,6.3633,0.5067,11.787,0.581,-19.687,0.439,22.946,1.018,19.962122,18.495174,,,par+pm,2900,0,,,,,,,,,
153.43549,33.52287,7.46388865628885E+017,,,,,,,,,21.003891,19.407707,21.879,19.247,diag,2900,0,,,,,,,,,
182.90236,41.7145,1.53666426113534E+018,4.5478,0.592,-25.014,0.502,-9.218,0.565,26.658,1.137,20.216917,18.7823,21.918,18.665,all,2900,1,M7V,,,,,,,,
207.14536,33.128334,1.45830914553305E+018,4.7665,0.4301,-54.742,0.308,32.391,0.307,63.607,1.102,19.802233,18.376764,21.924,18.763,all,2900,0,,,,,,,,,
152.90903,33.18244,7.4640154437041E+017,4.787,0.5156,-34.193,0.602,-38.044,0.508,51.151,1.068,20.076946,18.702246,21.511,18.467,all,2900,0,M6V,,,,,,,,
170.04146,40.878094,,,,,,,,,,,,22.005,19.763,diag,2100,0,,,,,,,,,
182.67203,41.8281,1.53704183600603E+018,5.561,0.4627,-46.469,0.479,-47.08,0.473,66.151,1.01,19.855677,18.47057,21.523,18.381,all,2900,0,,,,,,,,,
151.54903,32.161674,7.45865532452514E+017,7.7901,0.6293,-75.118,0.565,-25.537,0.517,79.34,1.068,20.225004,18.611336,,18.367466,par+pm,2500,0,M9,,,,,,,,
186.12886,41.55725,1.53490916140461E+018,9.0843,1.5619,16.701,1.04,-27.36,1.605,32.055,1.081,20.814974,19.257038,,18.809732,par+pm,2800,1,M8V,,,,,,,,
182.45036,41.876137,1.53705623703052E+018,5.291,0.7121,7.941,0.572,-30.551,0.654,31.566,1.034,20.344648,18.913532,,18.788073,par+pm,2900,0,,,,,,,,,
165.23517,39.722374,7.77159527459024E+017,9.7223,0.1684,80.452,0.154,-31.348,0.151,86.344,0.973,18.324612,16.879295,20.104,16.629,all,2900,1,M7V,,,,,,,,
165.09248,39.677895,7.77158389293152E+017,9.2428,0.3425,-57.346,0.329,-15.587,0.362,59.427,1.067,19.327942,17.891668,21.274,17.591,all,2900,1,,,,M7,,,,,
186.10347,41.63638,1.53495664656349E+018,8.0854,0.7378,-84.434,0.686,6.736,0.695,84.702,1.566,19.756655,18.07013,,17.6829,par+pm,2600,1,M9V,,,,,,,,
187.25508,41.52101,1.53472348137892E+018,6.4605,0.6787,5.636,0.551,40.918,0.76,41.305,1.101,20.195795,18.673868,22.118,18.412,all,2800,0,,,,,,,,,
206.9576,33.600418,1.45852272566565E+018,13.037,0.7245,62.14,0.586,-14.283,0.553,63.76,1.12,20.342726,18.728064,,18.992569,par+pm,2600,1,M8V,M8.5p,,,,,,,
150.5409,31.501175,7.46473910274647E+017,8.1691,0.6676,-88.204,0.671,-109.459,0.485,140.574,1.069,19.79945,18.333084,,18.16659,par+pm,2800,1,M7V,,,,,,,,
153.01077,33.603218,7.4642838362195E+017,,,,,,,,,21.017675,19.71547,21.986,19.378,diag,2900,0,,,,,,,,,
167.45218,40.57591,7.77447324627719E+017,4.7894,3.3485,18.855,2.468,-189.744,2.026,190.679,1.122,20.869072,19.210094,,18.894175,pm,2500,0,M8e,,,,,,,,
165.57812,40.055912,7.77194265154587E+017,3.0707,1.8672,-128.225,1.932,-23.014,1.78,130.274,1.098,20.775244,19.43628,22.117,19.123,pm+diag,2900,0,,,,,,,,,
164.79944,39.827587,7.75721361956822E+017,3.7404,0.9328,-9.656,1.305,12.054,1.017,15.445,1.115,20.53639,19.109737,,,pm,2700,0,,,,,,,,,
165.8603,40.180542,7.77198796345493E+017,8.7611,0.8457,-30.498,0.837,-28.858,0.658,41.987,1.038,20.391129,18.911076,,18.459118,par+pm,2600,1,M9V,,,,,,,,
165.41075,40.049877,7.77205187256783E+017,3.6193,0.5388,-26.084,0.518,-7.281,0.584,27.081,1.002,20.003971,18.570162,21.427,18.359,all,2900,0,,,,,,,,,
142.82565,21.617294,6.37967402696963E+017,15.0404,0.2372,-125.046,0.228,-167.389,0.187,208.939,1.01,18.495136,17.003456,20.582,16.939,all,2800,1,,,,M7.5,,,,,
148.6742,29.914114,7.44403663023506E+017,4.5323,0.5546,-20.968,0.673,-19.358,0.449,28.538,1.055,20.125305,18.671827,21.745,18.509,all,2900,0,,,,,,,,,
149.84181,31.126488,7.44950635698827E+017,5.872,0.7897,-32.761,0.716,-112.656,0.686,117.323,1.086,20.183632,18.709385,21.997,18.43,all,2800,0,,,,,,,,,
149.80046,31.158604,,,,,,,,,,,,22.291,19.936,diag,2900,0,,,,,,,,,
150.1171,31.464808,7.4498561391249E+017,6.6191,0.9307,-22.673,1.134,-23.512,0.814,32.663,1.069,20.564913,19.122787,22.181,18.891,all,2700,0,M7,,,,,,,,
149.78947,31.241655,7.44956648653043E+017,3.4703,0.9259,-84.239,1.274,-76.302,1.025,113.658,1.033,20.492168,19.021616,21.984,18.804,pm+diag,2900,0,,,,,,,,,
191.8952,40.980137,1.52212235657004E+018,6.0316,0.7932,-13.336,0.685,-34.36,0.584,36.858,1.396,20.225636,18.518103,,18.26476,par+pm,2800,1,M7V,,,,,,,,
148.25075,29.713024,7.44382394346582E+017,5.1163,0.7571,-26.888,0.851,-23.74,0.599,35.868,1.028,20.390827,18.873478,,18.682676,par+pm,2800,0,,,,,,,,,
166.73938,40.681328,7.77132275891585E+017,6.4613,0.6391,-14.027,0.535,-6.841,0.548,15.606,1.127,19.958097,18.513775,,18.420645,par+pm,2900,0,,,,,,,,,
186.9885,41.96607,1.53502629375342E+018,7.0039,0.7264,-43.3,0.575,-16.06,0.862,46.182,1.136,20.31816,18.778929,22.091,18.51,all,2800,0,,,,,,,,,
150.43112,31.950039,7.4650349400926E+017,11.0998,0.2932,-38.098,0.283,-46.547,0.247,60.15,1.022,18.944008,17.466448,20.898,17.265,all,2800,1,,,,M7,,,,,
148.61575,30.197382,7.44428264598027E+017,4.3857,1.5725,-20.873,1.498,-37.113,1.805,42.58,1.104,20.84987,19.358135,,18.985144,pm,2800,0,,,,,,,,,
148.283,29.886581,7.44393458181431E+017,9.174,0.3151,-55.037,0.364,-9.665,0.247,55.88,1.013,19.251421,17.817804,21.355,17.53,all,2900,1,M7V,,,,,,,,
186.6754,42.061424,1.53504158383699E+018,5.3787,0.8807,10.317,0.906,-76.549,0.888,77.241,1.812,20.465578,18.97688,,18.580662,par+pm,2700,1,M8V,,,,,,,,
149.7877,31.432627,7.45029319499694E+017,13.1364,0.4857,63.616,0.583,15.915,0.459,65.576,1.11,19.882063,18.311487,,17.934803,par+pm,2500,1,M9e,,,,,,,L0,
143.06076,22.706272,6.44111778616169E+017,2.4319,1.2716,14.41,1.16,-23.581,1.045,27.636,1.121,20.680847,19.330837,,19.064869,pm,2900,0,,,,,,,,,
